model: meta-llama/Llama-2-7b-hf
fewshot: 1
=================0.6=================
Local
|                 Tasks                 |Version|Filter|n-shot|Metric|Value |   |Stderr|
|  - professional_medicine              |Yaml   |none  |     0|acc   |0.4301|±  |0.0301|
|  - virology                           |Yaml   |none  |     0|acc   |0.4277|±  |0.0385|
| - social_sciences                     |N/A    |none  |     0|acc   |0.4537|±  |0.0826|
|  - econometrics                       |Yaml   |none  |     0|acc   |0.2368|±  |0.0400|
|  - high_school_geography              |Yaml   |none  |     0|acc   |0.3990|±  |0.0349|
|  - high_school_government_and_politics|Yaml   |none  |     0|acc   |0.6062|±  |0.0353|
|  - high_school_macroeconomics         |Yaml   |none  |     0|acc   |0.3821|±  |0.0246|
|  - high_school_microeconomics         |Yaml   |none  |     0|acc   |0.3866|±  |0.0316|
|  - high_school_psychology             |Yaml   |none  |     0|acc   |0.5358|±  |0.0214|
|  - human_sexuality                    |Yaml   |none  |     0|acc   |0.5344|±  |0.0437|
|  - professional_psychology            |Yaml   |none  |     0|acc   |0.3840|±  |0.0197|
|  - public_relations                   |Yaml   |none  |     0|acc   |0.4273|±  |0.0474|
|  - security_studies                   |Yaml   |none  |     0|acc   |0.4531|±  |0.0319|
|  - sociology                          |Yaml   |none  |     0|acc   |0.5771|±  |0.0349|
|  - us_foreign_policy                  |Yaml   |none  |     0|acc   |0.6100|±  |0.0490|
| - stem                                |N/A    |none  |     0|acc   |0.3435|±  |0.0811|
|  - abstract_algebra                   |Yaml   |none  |     0|acc   |0.2500|±  |0.0435|
|  - anatomy                            |Yaml   |none  |     0|acc   |0.4444|±  |0.0429|
|  - astronomy                          |Yaml   |none  |     0|acc   |0.4408|±  |0.0404|
|  - college_biology                    |Yaml   |none  |     0|acc   |0.4583|±  |0.0417|
|  - college_chemistry                  |Yaml   |none  |     0|acc   |0.3000|±  |0.0461|
|  - college_computer_science           |Yaml   |none  |     0|acc   |0.3900|±  |0.0490|
|  - college_mathematics                |Yaml   |none  |     0|acc   |0.3100|±  |0.0465|
|  - college_physics                    |Yaml   |none  |     0|acc   |0.2647|±  |0.0439|
|  - computer_security                  |Yaml   |none  |     0|acc   |0.4900|±  |0.0502|
|  - conceptual_physics                 |Yaml   |none  |     0|acc   |0.3489|±  |0.0312|
|  - electrical_engineering             |Yaml   |none  |     0|acc   |0.4000|±  |0.0408|
|  - elementary_mathematics             |Yaml   |none  |     0|acc   |0.2354|±  |0.0219|
|  - high_school_biology                |Yaml   |none  |     0|acc   |0.4645|±  |0.0284|
|  - high_school_chemistry              |Yaml   |none  |     0|acc   |0.2956|±  |0.0321|
|  - high_school_computer_science       |Yaml   |none  |     0|acc   |0.3700|±  |0.0485|
|  - high_school_mathematics            |Yaml   |none  |     0|acc   |0.2741|±  |0.0272|
|  - high_school_physics                |Yaml   |none  |     0|acc   |0.2053|±  |0.0330|
|  - high_school_statistics             |Yaml   |none  |     0|acc   |0.3056|±  |0.0314|
|  - machine_learning                   |Yaml   |none  |     0|acc   |0.4286|±  |0.0470|

|      Groups      |Version|Filter|n-shot|Metric|Value |   |Stderr|
|------------------|-------|------|-----:|------|-----:|---|-----:|
|mmlu              |N/A    |none  |     0|acc   |0.4061|±  |0.0910|
| - humanities     |N/A    |none  |     0|acc   |0.3904|±  |0.0961|
| - other          |N/A    |none  |     0|acc   |0.4461|±  |0.0753|
| - social_sciences|N/A    |none  |     0|acc   |0.4537|±  |0.0826|
| - stem           |N/A    |none  |     0|acc   |0.3435|±  |0.0811|

==============================================
H2O-decay
|                 Tasks                 |Version|Filter|n-shot|Metric|Value |   |Stderr|
|---------------------------------------|-------|------|-----:|------|-----:|---|-----:|
|mmlu                                   |N/A    |none  |     0|acc   |0.4078|±  |0.0865|
| - humanities                          |N/A    |none  |     0|acc   |0.3811|±  |0.0872|
|  - formal_logic                       |Yaml   |none  |     0|acc   |0.2778|±  |0.0401|
|  - high_school_european_history       |Yaml   |none  |     0|acc   |0.5879|±  |0.0384|
|  - high_school_us_history             |Yaml   |none  |     0|acc   |0.5294|±  |0.0350|
|  - high_school_world_history          |Yaml   |none  |     0|acc   |0.5654|±  |0.0323|
|  - international_law                  |Yaml   |none  |     0|acc   |0.5455|±  |0.0455|
|  - jurisprudence                      |Yaml   |none  |     0|acc   |0.3704|±  |0.0467|
|  - logical_fallacies                  |Yaml   |none  |     0|acc   |0.4601|±  |0.0392|
|  - moral_disputes                     |Yaml   |none  |     0|acc   |0.3931|±  |0.0263|
|  - moral_scenarios                    |Yaml   |none  |     0|acc   |0.2402|±  |0.0143|
|  - philosophy                         |Yaml   |none  |     0|acc   |0.4566|±  |0.0283|
|  - prehistory                         |Yaml   |none  |     0|acc   |0.4383|±  |0.0276|
|  - professional_law                   |Yaml   |none  |     0|acc   |0.3305|±  |0.0120|
|  - world_religions                    |Yaml   |none  |     0|acc   |0.5614|±  |0.0381|
| - other                               |N/A    |none  |     0|acc   |0.4609|±  |0.0690|
|  - business_ethics                    |Yaml   |none  |     0|acc   |0.4500|±  |0.0500|
|  - clinical_knowledge                 |Yaml   |none  |     0|acc   |0.4340|±  |0.0305|
|  - college_medicine                   |Yaml   |none  |     0|acc   |0.4046|±  |0.0374|
|  - global_facts                       |Yaml   |none  |     0|acc   |0.2600|±  |0.0441|
|  - human_aging                        |Yaml   |none  |     0|acc   |0.4215|±  |0.0331|
|  - management                         |Yaml   |none  |     0|acc   |0.4078|±  |0.0487|
|  - marketing                          |Yaml   |none  |     0|acc   |0.5769|±  |0.0324|
|  - medical_genetics                   |Yaml   |none  |     0|acc   |0.4300|±  |0.0498|
|  - miscellaneous                      |Yaml   |none  |     0|acc   |0.5377|±  |0.0178|
|  - nutrition                          |Yaml   |none  |     0|acc   |0.4706|±  |0.0286|
|  - professional_accounting            |Yaml   |none  |     0|acc   |0.3865|±  |0.0290|
|  - professional_medicine              |Yaml   |none  |     0|acc   |0.4412|±  |0.0302|
|  - virology                           |Yaml   |none  |     0|acc   |0.4096|±  |0.0383|
| - social_sciences                     |N/A    |none  |     0|acc   |0.4595|±  |0.0780|
|  - econometrics                       |Yaml   |none  |     0|acc   |0.2719|±  |0.0419|
|  - high_school_geography              |Yaml   |none  |     0|acc   |0.4242|±  |0.0352|
|  - high_school_government_and_politics|Yaml   |none  |     0|acc   |0.5648|±  |0.0358|
|  - high_school_macroeconomics         |Yaml   |none  |     0|acc   |0.3872|±  |0.0247|
|  - high_school_microeconomics         |Yaml   |none  |     0|acc   |0.3655|±  |0.0313|
|  - high_school_psychology             |Yaml   |none  |     0|acc   |0.5339|±  |0.0214|
|  - human_sexuality                    |Yaml   |none  |     0|acc   |0.5878|±  |0.0432|
|  - professional_psychology            |Yaml   |none  |     0|acc   |0.4085|±  |0.0199|
|  - public_relations                   |Yaml   |none  |     0|acc   |0.3545|±  |0.0458|
|  - security_studies                   |Yaml   |none  |     0|acc   |0.4776|±  |0.0320|
|  - sociology                          |Yaml   |none  |     0|acc   |0.5871|±  |0.0348|
|  - us_foreign_policy                  |Yaml   |none  |     0|acc   |0.6000|±  |0.0492|
| - stem                                |N/A    |none  |     0|acc   |0.3451|±  |0.0783|
|  - abstract_algebra                   |Yaml   |none  |     0|acc   |0.2200|±  |0.0416|
|  - anatomy                            |Yaml   |none  |     0|acc   |0.3926|±  |0.0422|
|  - astronomy                          |Yaml   |none  |     0|acc   |0.4474|±  |0.0405|
|  - college_biology                    |Yaml   |none  |     0|acc   |0.4306|±  |0.0414|
|  - college_chemistry                  |Yaml   |none  |     0|acc   |0.3900|±  |0.0490|
|  - college_computer_science           |Yaml   |none  |     0|acc   |0.3400|±  |0.0476|
|  - college_mathematics                |Yaml   |none  |     0|acc   |0.3600|±  |0.0482|
|  - college_physics                    |Yaml   |none  |     0|acc   |0.2255|±  |0.0416|
|  - computer_security                  |Yaml   |none  |     0|acc   |0.5000|±  |0.0503|
|  - conceptual_physics                 |Yaml   |none  |     0|acc   |0.3915|±  |0.0319|
|  - electrical_engineering             |Yaml   |none  |     0|acc   |0.4069|±  |0.0409|
|  - elementary_mathematics             |Yaml   |none  |     0|acc   |0.2407|±  |0.0220|
|  - high_school_biology                |Yaml   |none  |     0|acc   |0.4387|±  |0.0282|
|  - high_school_chemistry              |Yaml   |none  |     0|acc   |0.2857|±  |0.0318|
|  - high_school_computer_science       |Yaml   |none  |     0|acc   |0.4200|±  |0.0496|
|  - high_school_mathematics            |Yaml   |none  |     0|acc   |0.2704|±  |0.0271|
|  - high_school_physics                |Yaml   |none  |     0|acc   |0.2715|±  |0.0363|
|  - high_school_statistics             |Yaml   |none  |     0|acc   |0.3287|±  |0.0320|
|  - machine_learning                   |Yaml   |none  |     0|acc   |0.3393|±  |0.0449|

|      Groups      |Version|Filter|n-shot|Metric|Value |   |Stderr|
|------------------|-------|------|-----:|------|-----:|---|-----:|
|mmlu              |N/A    |none  |     0|acc   |0.4078|±  |0.0865|
| - humanities     |N/A    |none  |     0|acc   |0.3811|±  |0.0872|
| - other          |N/A    |none  |     0|acc   |0.4609|±  |0.0690|
| - social_sciences|N/A    |none  |     0|acc   |0.4595|±  |0.0780|
| - stem           |N/A    |none  |     0|acc   |0.3451|±  |0.0783|

==============================================
model: huggyllama/llama-7b
fewshot: 1
=================0.6=================
Local
|                 Tasks                 |Version|Filter|n-shot|Metric|Value |   |Stderr|
|---------------------------------------|-------|------|-----:|------|-----:|---|-----:|
|mmlu                                   |N/A    |none  |     0|acc   |0.2421|±  |0.0398|
| - humanities                          |N/A    |none  |     0|acc   |0.2491|±  |0.0271|
|  - formal_logic                       |Yaml   |none  |     0|acc   |0.2619|±  |0.0393|
|  - high_school_european_history       |Yaml   |none  |     0|acc   |0.2727|±  |0.0348|
|  - high_school_us_history             |Yaml   |none  |     0|acc   |0.2941|±  |0.0320|
|  - high_school_world_history          |Yaml   |none  |     0|acc   |0.2785|±  |0.0292|
|  - international_law                  |Yaml   |none  |     0|acc   |0.2479|±  |0.0394|
|  - jurisprudence                      |Yaml   |none  |     0|acc   |0.2130|±  |0.0396|
|  - logical_fallacies                  |Yaml   |none  |     0|acc   |0.2209|±  |0.0326|
|  - moral_disputes                     |Yaml   |none  |     0|acc   |0.2312|±  |0.0227|
|  - moral_scenarios                    |Yaml   |none  |     0|acc   |0.2402|±  |0.0143|
|  - philosophy                         |Yaml   |none  |     0|acc   |0.2412|±  |0.0243|
|  - prehistory                         |Yaml   |none  |     0|acc   |0.2191|±  |0.0230|
|  - professional_law                   |Yaml   |none  |     0|acc   |0.2523|±  |0.0111|
|  - world_religions                    |Yaml   |none  |     0|acc   |0.2982|±  |0.0351|
| - other                               |N/A    |none  |     0|acc   |0.2446|±  |0.0437|
|  - business_ethics                    |Yaml   |none  |     0|acc   |0.2700|±  |0.0446|
|  - clinical_knowledge                 |Yaml   |none  |     0|acc   |0.1811|±  |0.0237|
|  - college_medicine                   |Yaml   |none  |     0|acc   |0.2023|±  |0.0306|
|  - global_facts                       |Yaml   |none  |     0|acc   |0.1600|±  |0.0368|
|  - human_aging                        |Yaml   |none  |     0|acc   |0.2870|±  |0.0304|
|  - management                         |Yaml   |none  |     0|acc   |0.2039|±  |0.0399|
|  - marketing                          |Yaml   |none  |     0|acc   |0.3077|±  |0.0302|
|  - medical_genetics                   |Yaml   |none  |     0|acc   |0.3000|±  |0.0461|
|  - miscellaneous                      |Yaml   |none  |     0|acc   |0.2554|±  |0.0156|
|  - nutrition                          |Yaml   |none  |     0|acc   |0.2190|±  |0.0237|
|  - professional_accounting            |Yaml   |none  |     0|acc   |0.2766|±  |0.0267|
|  - professional_medicine              |Yaml   |none  |     0|acc   |0.2279|±  |0.0255|
|  - virology                           |Yaml   |none  |     0|acc   |0.2410|±  |0.0333|
| - social_sciences                     |N/A    |none  |     0|acc   |0.2291|±  |0.0393|
|  - econometrics                       |Yaml   |none  |     0|acc   |0.2105|±  |0.0384|
|  - high_school_geography              |Yaml   |none  |     0|acc   |0.1818|±  |0.0275|
|  - high_school_government_and_politics|Yaml   |none  |     0|acc   |0.1710|±  |0.0272|
|  - high_school_macroeconomics         |Yaml   |none  |     0|acc   |0.2128|±  |0.0208|
|  - high_school_microeconomics         |Yaml   |none  |     0|acc   |0.2437|±  |0.0279|
|  - high_school_psychology             |Yaml   |none  |     0|acc   |0.2220|±  |0.0178|
|  - human_sexuality                    |Yaml   |none  |     0|acc   |0.2214|±  |0.0364|
|  - professional_psychology            |Yaml   |none  |     0|acc   |0.2500|±  |0.0175|
|  - public_relations                   |Yaml   |none  |     0|acc   |0.1545|±  |0.0346|
|  - security_studies                   |Yaml   |none  |     0|acc   |0.3102|±  |0.0296|
|  - sociology                          |Yaml   |none  |     0|acc   |0.2438|±  |0.0304|
|  - us_foreign_policy                  |Yaml   |none  |     0|acc   |0.2600|±  |0.0441|
| - stem                                |N/A    |none  |     0|acc   |0.2417|±  |0.0496|
|  - abstract_algebra                   |Yaml   |none  |     0|acc   |0.1700|±  |0.0378|
|  - anatomy                            |Yaml   |none  |     0|acc   |0.2296|±  |0.0363|
|  - astronomy                          |Yaml   |none  |     0|acc   |0.1776|±  |0.0311|
|  - college_biology                    |Yaml   |none  |     0|acc   |0.2292|±  |0.0351|
|  - college_chemistry                  |Yaml   |none  |     0|acc   |0.2300|±  |0.0423|
|  - college_computer_science           |Yaml   |none  |     0|acc   |0.3000|±  |0.0461|
|  - college_mathematics                |Yaml   |none  |     0|acc   |0.2600|±  |0.0441|
|  - college_physics                    |Yaml   |none  |     0|acc   |0.2059|±  |0.0402|
|  - computer_security                  |Yaml   |none  |     0|acc   |0.2200|±  |0.0416|
|  - conceptual_physics                 |Yaml   |none  |     0|acc   |0.3362|±  |0.0309|
|  - electrical_engineering             |Yaml   |none  |     0|acc   |0.2069|±  |0.0338|
|  - elementary_mathematics             |Yaml   |none  |     0|acc   |0.2196|±  |0.0213|
|  - high_school_biology                |Yaml   |none  |     0|acc   |0.2581|±  |0.0249|
|  - high_school_chemistry              |Yaml   |none  |     0|acc   |0.1921|±  |0.0277|
|  - high_school_computer_science       |Yaml   |none  |     0|acc   |0.2800|±  |0.0451|
|  - high_school_mathematics            |Yaml   |none  |     0|acc   |0.2444|±  |0.0262|
|  - high_school_physics                |Yaml   |none  |     0|acc   |0.2583|±  |0.0357|
|  - high_school_statistics             |Yaml   |none  |     0|acc   |0.2269|±  |0.0286|
|  - machine_learning                   |Yaml   |none  |     0|acc   |0.3482|±  |0.0452|

|      Groups      |Version|Filter|n-shot|Metric|Value |   |Stderr|
|------------------|-------|------|-----:|------|-----:|---|-----:|
|mmlu              |N/A    |none  |     0|acc   |0.2421|±  |0.0398|
| - humanities     |N/A    |none  |     0|acc   |0.2491|±  |0.0271|
| - other          |N/A    |none  |     0|acc   |0.2446|±  |0.0437|
| - social_sciences|N/A    |none  |     0|acc   |0.2291|±  |0.0393|
| - stem           |N/A    |none  |     0|acc   |0.2417|±  |0.0496|

==============================================
H2O
|                 Tasks                 |Version|Filter|n-shot|Metric|Value |   |Stderr|
|---------------------------------------|-------|------|-----:|------|-----:|---|-----:|
|mmlu                                   |N/A    |none  |     0|acc   |0.2935|±  |0.0487|
| - humanities                          |N/A    |none  |     0|acc   |0.2982|±  |0.0489|
|  - formal_logic                       |Yaml   |none  |     0|acc   |0.2381|±  |0.0381|
|  - high_school_european_history       |Yaml   |none  |     0|acc   |0.3818|±  |0.0379|
|  - high_school_us_history             |Yaml   |none  |     0|acc   |0.3676|±  |0.0338|
|  - high_school_world_history          |Yaml   |none  |     0|acc   |0.4093|±  |0.0320|
|  - international_law                  |Yaml   |none  |     0|acc   |0.3554|±  |0.0437|
|  - jurisprudence                      |Yaml   |none  |     0|acc   |0.3611|±  |0.0464|
|  - logical_fallacies                  |Yaml   |none  |     0|acc   |0.3252|±  |0.0368|
|  - moral_disputes                     |Yaml   |none  |     0|acc   |0.3064|±  |0.0248|
|  - moral_scenarios                    |Yaml   |none  |     0|acc   |0.2380|±  |0.0142|
|  - philosophy                         |Yaml   |none  |     0|acc   |0.3762|±  |0.0275|
|  - prehistory                         |Yaml   |none  |     0|acc   |0.2840|±  |0.0251|
|  - professional_law                   |Yaml   |none  |     0|acc   |0.2705|±  |0.0113|
|  - world_religions                    |Yaml   |none  |     0|acc   |0.3509|±  |0.0366|
| - other                               |N/A    |none  |     0|acc   |0.2893|±  |0.0495|
|  - business_ethics                    |Yaml   |none  |     0|acc   |0.2600|±  |0.0441|
|  - clinical_knowledge                 |Yaml   |none  |     0|acc   |0.3132|±  |0.0285|
|  - college_medicine                   |Yaml   |none  |     0|acc   |0.2543|±  |0.0332|
|  - global_facts                       |Yaml   |none  |     0|acc   |0.3400|±  |0.0476|
|  - human_aging                        |Yaml   |none  |     0|acc   |0.2332|±  |0.0284|
|  - management                         |Yaml   |none  |     0|acc   |0.2524|±  |0.0430|
|  - marketing                          |Yaml   |none  |     0|acc   |0.3547|±  |0.0313|
|  - medical_genetics                   |Yaml   |none  |     0|acc   |0.2000|±  |0.0402|
|  - miscellaneous                      |Yaml   |none  |     0|acc   |0.3333|±  |0.0169|
|  - nutrition                          |Yaml   |none  |     0|acc   |0.3072|±  |0.0264|
|  - professional_accounting            |Yaml   |none  |     0|acc   |0.2447|±  |0.0256|
|  - professional_medicine              |Yaml   |none  |     0|acc   |0.2279|±  |0.0255|
|  - virology                           |Yaml   |none  |     0|acc   |0.2711|±  |0.0346|
| - social_sciences                     |N/A    |none  |     0|acc   |0.3048|±  |0.0427|
|  - econometrics                       |Yaml   |none  |     0|acc   |0.2018|±  |0.0378|
|  - high_school_geography              |Yaml   |none  |     0|acc   |0.2677|±  |0.0315|
|  - high_school_government_and_politics|Yaml   |none  |     0|acc   |0.3523|±  |0.0345|
|  - high_school_macroeconomics         |Yaml   |none  |     0|acc   |0.2795|±  |0.0228|
|  - high_school_microeconomics         |Yaml   |none  |     0|acc   |0.3067|±  |0.0300|
|  - high_school_psychology             |Yaml   |none  |     0|acc   |0.3284|±  |0.0201|
|  - human_sexuality                    |Yaml   |none  |     0|acc   |0.2824|±  |0.0395|
|  - professional_psychology            |Yaml   |none  |     0|acc   |0.3154|±  |0.0188|
|  - public_relations                   |Yaml   |none  |     0|acc   |0.3091|±  |0.0443|
|  - security_studies                   |Yaml   |none  |     0|acc   |0.2531|±  |0.0278|
|  - sociology                          |Yaml   |none  |     0|acc   |0.3781|±  |0.0343|
|  - us_foreign_policy                  |Yaml   |none  |     0|acc   |0.3100|±  |0.0465|
| - stem                                |N/A    |none  |     0|acc   |0.2794|±  |0.0509|
|  - abstract_algebra                   |Yaml   |none  |     0|acc   |0.2900|±  |0.0456|
|  - anatomy                            |Yaml   |none  |     0|acc   |0.3185|±  |0.0402|
|  - astronomy                          |Yaml   |none  |     0|acc   |0.3618|±  |0.0391|
|  - college_biology                    |Yaml   |none  |     0|acc   |0.3125|±  |0.0388|
|  - college_chemistry                  |Yaml   |none  |     0|acc   |0.2400|±  |0.0429|
|  - college_computer_science           |Yaml   |none  |     0|acc   |0.2400|±  |0.0429|
|  - college_mathematics                |Yaml   |none  |     0|acc   |0.2800|±  |0.0451|
|  - college_physics                    |Yaml   |none  |     0|acc   |0.1863|±  |0.0387|
|  - computer_security                  |Yaml   |none  |     0|acc   |0.2200|±  |0.0416|
|  - conceptual_physics                 |Yaml   |none  |     0|acc   |0.2766|±  |0.0292|
|  - electrical_engineering             |Yaml   |none  |     0|acc   |0.3586|±  |0.0400|
|  - elementary_mathematics             |Yaml   |none  |     0|acc   |0.2460|±  |0.0222|
|  - high_school_biology                |Yaml   |none  |     0|acc   |0.3226|±  |0.0266|
|  - high_school_chemistry              |Yaml   |none  |     0|acc   |0.2906|±  |0.0319|
|  - high_school_computer_science       |Yaml   |none  |     0|acc   |0.2700|±  |0.0446|
|  - high_school_mathematics            |Yaml   |none  |     0|acc   |0.2333|±  |0.0258|
|  - high_school_physics                |Yaml   |none  |     0|acc   |0.2517|±  |0.0354|
|  - high_school_statistics             |Yaml   |none  |     0|acc   |0.2963|±  |0.0311|
|  - machine_learning                   |Yaml   |none  |     0|acc   |0.2768|±  |0.0425|

|      Groups      |Version|Filter|n-shot|Metric|Value |   |Stderr|
|------------------|-------|------|-----:|------|-----:|---|-----:|
|mmlu              |N/A    |none  |     0|acc   |0.2935|±  |0.0487|
| - humanities     |N/A    |none  |     0|acc   |0.2982|±  |0.0489|
| - other          |N/A    |none  |     0|acc   |0.2893|±  |0.0495|
| - social_sciences|N/A    |none  |     0|acc   |0.3048|±  |0.0427|
| - stem           |N/A    |none  |     0|acc   |0.2794|±  |0.0509|

==============================================
H2O-decay
|                 Tasks                 |Version|Filter|n-shot|Metric|Value |   |Stderr|
|---------------------------------------|-------|------|-----:|------|-----:|---|-----:|
|mmlu                                   |N/A    |none  |     0|acc   |0.3121|±  |0.0545|
| - humanities                          |N/A    |none  |     0|acc   |0.3031|±  |0.0510|
|  - formal_logic                       |Yaml   |none  |     0|acc   |0.2857|±  |0.0404|
|  - high_school_european_history       |Yaml   |none  |     0|acc   |0.3758|±  |0.0378|
|  - high_school_us_history             |Yaml   |none  |     0|acc   |0.3725|±  |0.0339|
|  - high_school_world_history          |Yaml   |none  |     0|acc   |0.3291|±  |0.0306|
|  - international_law                  |Yaml   |none  |     0|acc   |0.4793|±  |0.0456|
|  - jurisprudence                      |Yaml   |none  |     0|acc   |0.3704|±  |0.0467|
|  - logical_fallacies                  |Yaml   |none  |     0|acc   |0.3374|±  |0.0371|
|  - moral_disputes                     |Yaml   |none  |     0|acc   |0.3150|±  |0.0250|
|  - moral_scenarios                    |Yaml   |none  |     0|acc   |0.2380|±  |0.0142|
|  - philosophy                         |Yaml   |none  |     0|acc   |0.3666|±  |0.0274|
|  - prehistory                         |Yaml   |none  |     0|acc   |0.3889|±  |0.0271|
|  - professional_law                   |Yaml   |none  |     0|acc   |0.2581|±  |0.0112|
|  - world_religions                    |Yaml   |none  |     0|acc   |0.3684|±  |0.0370|
| - other                               |N/A    |none  |     0|acc   |0.3544|±  |0.0529|
|  - business_ethics                    |Yaml   |none  |     0|acc   |0.3900|±  |0.0490|
|  - clinical_knowledge                 |Yaml   |none  |     0|acc   |0.3774|±  |0.0298|
|  - college_medicine                   |Yaml   |none  |     0|acc   |0.3179|±  |0.0355|
|  - global_facts                       |Yaml   |none  |     0|acc   |0.3200|±  |0.0469|
|  - human_aging                        |Yaml   |none  |     0|acc   |0.3498|±  |0.0320|
|  - management                         |Yaml   |none  |     0|acc   |0.2427|±  |0.0425|
|  - marketing                          |Yaml   |none  |     0|acc   |0.3376|±  |0.0310|
|  - medical_genetics                   |Yaml   |none  |     0|acc   |0.3600|±  |0.0482|
|  - miscellaneous                      |Yaml   |none  |     0|acc   |0.4240|±  |0.0177|
|  - nutrition                          |Yaml   |none  |     0|acc   |0.3431|±  |0.0272|
|  - professional_accounting            |Yaml   |none  |     0|acc   |0.3014|±  |0.0274|
|  - professional_medicine              |Yaml   |none  |     0|acc   |0.2868|±  |0.0275|
|  - virology                           |Yaml   |none  |     0|acc   |0.3434|±  |0.0370|
| - social_sciences                     |N/A    |none  |     0|acc   |0.3065|±  |0.0536|
|  - econometrics                       |Yaml   |none  |     0|acc   |0.2368|±  |0.0400|
|  - high_school_geography              |Yaml   |none  |     0|acc   |0.2929|±  |0.0324|
|  - high_school_government_and_politics|Yaml   |none  |     0|acc   |0.3212|±  |0.0337|
|  - high_school_macroeconomics         |Yaml   |none  |     0|acc   |0.2692|±  |0.0225|
|  - high_school_microeconomics         |Yaml   |none  |     0|acc   |0.2983|±  |0.0297|
|  - high_school_psychology             |Yaml   |none  |     0|acc   |0.3119|±  |0.0199|
|  - human_sexuality                    |Yaml   |none  |     0|acc   |0.3130|±  |0.0407|
|  - professional_psychology            |Yaml   |none  |     0|acc   |0.3072|±  |0.0187|
|  - public_relations                   |Yaml   |none  |     0|acc   |0.2909|±  |0.0435|
|  - security_studies                   |Yaml   |none  |     0|acc   |0.2286|±  |0.0269|
|  - sociology                          |Yaml   |none  |     0|acc   |0.4627|±  |0.0353|
|  - us_foreign_policy                  |Yaml   |none  |     0|acc   |0.4000|±  |0.0492|
| - stem                                |N/A    |none  |     0|acc   |0.2896|±  |0.0524|
|  - abstract_algebra                   |Yaml   |none  |     0|acc   |0.3200|±  |0.0469|
|  - anatomy                            |Yaml   |none  |     0|acc   |0.3852|±  |0.0420|
|  - astronomy                          |Yaml   |none  |     0|acc   |0.2763|±  |0.0364|
|  - college_biology                    |Yaml   |none  |     0|acc   |0.3333|±  |0.0394|
|  - college_chemistry                  |Yaml   |none  |     0|acc   |0.2800|±  |0.0451|
|  - college_computer_science           |Yaml   |none  |     0|acc   |0.2200|±  |0.0416|
|  - college_mathematics                |Yaml   |none  |     0|acc   |0.3200|±  |0.0469|
|  - college_physics                    |Yaml   |none  |     0|acc   |0.2647|±  |0.0439|
|  - computer_security                  |Yaml   |none  |     0|acc   |0.3700|±  |0.0485|
|  - conceptual_physics                 |Yaml   |none  |     0|acc   |0.2936|±  |0.0298|
|  - electrical_engineering             |Yaml   |none  |     0|acc   |0.2759|±  |0.0372|
|  - elementary_mathematics             |Yaml   |none  |     0|acc   |0.2460|±  |0.0222|
|  - high_school_biology                |Yaml   |none  |     0|acc   |0.3516|±  |0.0272|
|  - high_school_chemistry              |Yaml   |none  |     0|acc   |0.2857|±  |0.0318|
|  - high_school_computer_science       |Yaml   |none  |     0|acc   |0.3000|±  |0.0461|
|  - high_school_mathematics            |Yaml   |none  |     0|acc   |0.2444|±  |0.0262|
|  - high_school_physics                |Yaml   |none  |     0|acc   |0.3113|±  |0.0378|
|  - high_school_statistics             |Yaml   |none  |     0|acc   |0.2407|±  |0.0292|
|  - machine_learning                   |Yaml   |none  |     0|acc   |0.2589|±  |0.0416|

|      Groups      |Version|Filter|n-shot|Metric|Value |   |Stderr|
|------------------|-------|------|-----:|------|-----:|---|-----:|
|mmlu              |N/A    |none  |     0|acc   |0.3121|±  |0.0545|
| - humanities     |N/A    |none  |     0|acc   |0.3031|±  |0.0510|
| - other          |N/A    |none  |     0|acc   |0.3544|±  |0.0529|
| - social_sciences|N/A    |none  |     0|acc   |0.3065|±  |0.0536|
| - stem           |N/A    |none  |     0|acc   |0.2896|±  |0.0524|

==============================================
=================0.8=================
Local
|                 Tasks                 |Version|Filter|n-shot|Metric|Value |   |Stderr|
|---------------------------------------|-------|------|-----:|------|-----:|---|-----:|
|mmlu                                   |N/A    |none  |     0|acc   |0.2953|±  |0.0603|
| - humanities                          |N/A    |none  |     0|acc   |0.2793|±  |0.0444|
|  - formal_logic                       |Yaml   |none  |     0|acc   |0.3016|±  |0.0410|
|  - high_school_european_history       |Yaml   |none  |     0|acc   |0.2606|±  |0.0343|
|  - high_school_us_history             |Yaml   |none  |     0|acc   |0.2255|±  |0.0293|
|  - high_school_world_history          |Yaml   |none  |     0|acc   |0.2532|±  |0.0283|
|  - international_law                  |Yaml   |none  |     0|acc   |0.2975|±  |0.0417|
|  - jurisprudence                      |Yaml   |none  |     0|acc   |0.3056|±  |0.0445|
|  - logical_fallacies                  |Yaml   |none  |     0|acc   |0.3497|±  |0.0375|
|  - moral_disputes                     |Yaml   |none  |     0|acc   |0.3526|±  |0.0257|
|  - moral_scenarios                    |Yaml   |none  |     0|acc   |0.2369|±  |0.0142|
|  - philosophy                         |Yaml   |none  |     0|acc   |0.2990|±  |0.0260|
|  - prehistory                         |Yaml   |none  |     0|acc   |0.2932|±  |0.0253|
|  - professional_law                   |Yaml   |none  |     0|acc   |0.2542|±  |0.0111|
|  - world_religions                    |Yaml   |none  |     0|acc   |0.5205|±  |0.0383|
| - other                               |N/A    |none  |     0|acc   |0.3434|±  |0.0826|
|  - business_ethics                    |Yaml   |none  |     0|acc   |0.3000|±  |0.0461|
